Token has not been saved to git credential helper. Pass `add_to_git_credential=True` if you want to set the git credential as well.
Token is valid (permission: write).
Your token has been saved to /home/016651544/.cache/huggingface/token
Login successful
DEVICE:-  cuda:0
Read Data!! 
Dataset dictionary: 
 DatasetDict({
    train: Dataset({
        features: ['text'],
        num_rows: 20000
    })
    validation: Dataset({
        features: ['text'],
        num_rows: 2000
    })
})
{'quant_method': <QuantizationMethod.BITS_AND_BYTES: 'bitsandbytes'>, 'load_in_8bit': False, 'load_in_4bit': True, 'llm_int8_threshold': 6.0, 'llm_int8_skip_modules': None, 'llm_int8_enable_fp32_cpu_offload': False, 'llm_int8_has_fp16_weight': False, 'bnb_4bit_quant_type': 'nf4', 'bnb_4bit_use_double_quant': False, 'bnb_4bit_compute_dtype': 'float16'}
{'loss': 2.5348, 'learning_rate': 1.020408163265306e-06, 'epoch': 0.01}
{'loss': 0.1322, 'learning_rate': 8.15801353094545e-05, 'epoch': 7.94}
{'loss': 0.1264, 'learning_rate': 8.151433255242591e-05, 'epoch': 7.95}
{'loss': 0.1336, 'learning_rate': 8.144843911241591e-05, 'epoch': 7.96}
{'loss': 0.1308, 'learning_rate': 8.138245517903388e-05, 'epoch': 7.97}
{'loss': 0.1298, 'learning_rate': 8.131638094214964e-05, 'epoch': 7.99}
{'loss': 0.1351, 'learning_rate': 8.125021659189281e-05, 'epoch': 8.0}
{'loss': 0.1071, 'learning_rate': 8.118396231865236e-05, 'epoch': 8.01}
{'loss': 0.12, 'learning_rate': 8.111761831307597e-05, 'epoch': 8.03}
{'loss': 0.1101, 'learning_rate': 8.105118476606957e-05, 'epoch': 8.04}
{'loss': 0.1055, 'learning_rate': 8.098466186879669e-05, 'epoch': 8.05}
{'loss': 0.1099, 'learning_rate': 8.091804981267803e-05, 'epoch': 8.06}
{'loss': 0.1121, 'learning_rate': 8.08513487893908e-05, 'epoch': 8.08}
{'loss': 0.1132, 'learning_rate': 8.078455899086823e-05, 'epoch': 8.09}
{'loss': 0.1172, 'learning_rate': 8.071768060929902e-05, 'epoch': 8.1}
{'loss': 0.1124, 'learning_rate': 8.065071383712672e-05, 'epoch': 8.12}
{'loss': 0.121, 'learning_rate': 8.05836588670493e-05, 'epoch': 8.13}
{'loss': 0.1223, 'learning_rate': 8.051651589201844e-05, 'epoch': 8.14}
{'loss': 0.1209, 'learning_rate': 8.044928510523912e-05, 'epoch': 8.15}
{'loss': 0.1256, 'learning_rate': 8.038196670016893e-05, 'epoch': 8.17}
{'loss': 0.1228, 'learning_rate': 8.031456087051769e-05, 'epoch': 8.18}
{'loss': 0.1248, 'learning_rate': 8.024706781024668e-05, 'epoch': 8.19}
{'loss': 0.1241, 'learning_rate': 8.017948771356824e-05, 'epoch': 8.2}
{'loss': 0.1241, 'learning_rate': 8.011182077494514e-05, 'epoch': 8.22}
{'loss': 0.1259, 'learning_rate': 8.004406718909006e-05, 'epoch': 8.23}
{'loss': 0.1298, 'learning_rate': 7.997622715096498e-05, 'epoch': 8.24}
{'loss': 0.105, 'learning_rate': 7.990830085578067e-05, 'epoch': 8.26}
{'loss': 0.1204, 'learning_rate': 7.984028849899612e-05, 'epoch': 8.27}
{'loss': 0.1114, 'learning_rate': 7.97721902763179e-05, 'epoch': 8.28}
{'loss': 0.1162, 'learning_rate': 7.970400638369974e-05, 'epoch': 8.29}
{'loss': 0.1204, 'learning_rate': 7.963573701734184e-05, 'epoch': 8.31}
{'loss': 0.1226, 'learning_rate': 7.956738237369037e-05, 'epoch': 8.32}
{'loss': 0.116, 'learning_rate': 7.949894264943686e-05, 'epoch': 8.33}
{'loss': 0.121, 'learning_rate': 7.943041804151768e-05, 'epoch': 8.35}
{'loss': 0.1186, 'learning_rate': 7.936180874711347e-05, 'epoch': 8.36}
{'loss': 0.1203, 'learning_rate': 7.929311496364853e-05, 'epoch': 8.37}
{'loss': 0.1257, 'learning_rate': 7.92243368887903e-05, 'epoch': 8.38}
{'loss': 0.1227, 'learning_rate': 7.915547472044875e-05, 'epoch': 8.4}
{'loss': 0.1216, 'learning_rate': 7.908652865677583e-05, 'epoch': 8.41}
{'loss': 0.1235, 'learning_rate': 7.901749889616492e-05, 'epoch': 8.42}
{'loss': 0.1283, 'learning_rate': 7.894838563725023e-05, 'epoch': 8.43}
{'loss': 0.1321, 'learning_rate': 7.887918907890623e-05, 'epoch': 8.45}
{'loss': 0.1287, 'learning_rate': 7.88099094202471e-05, 'epoch': 8.46}
{'loss': 0.1286, 'learning_rate': 7.874054686062613e-05, 'epoch': 8.47}
{'loss': 0.1334, 'learning_rate': 7.867110159963514e-05, 'epoch': 8.49}
{'loss': 0.1065, 'learning_rate': 7.860157383710399e-05, 'epoch': 8.5}
{'loss': 0.1156, 'learning_rate': 7.853196377309987e-05, 'epoch': 8.51}
{'loss': 0.1092, 'learning_rate': 7.846227160792682e-05, 'epoch': 8.52}
{'loss': 0.1127, 'learning_rate': 7.839249754212514e-05, 'epoch': 8.54}
{'loss': 0.1102, 'learning_rate': 7.832264177647078e-05, 'epoch': 8.55}
{'loss': 0.115, 'learning_rate': 7.825270451197477e-05, 'epoch': 8.56}
{'loss': 0.1145, 'learning_rate': 7.818268594988272e-05, 'epoch': 8.58}
{'loss': 0.1147, 'learning_rate': 7.81125862916741e-05, 'epoch': 8.59}
{'loss': 0.116, 'learning_rate': 7.804240573906177e-05, 'epoch': 8.6}
{'loss': 0.1244, 'learning_rate': 7.797214449399136e-05, 'epoch': 8.61}
{'loss': 0.1223, 'learning_rate': 7.79018027586407e-05, 'epoch': 8.63}
{'loss': 0.1185, 'learning_rate': 7.78313807354192e-05, 'epoch': 8.64}
{'loss': 0.1186, 'learning_rate': 7.776087862696738e-05, 'epoch': 8.65}
{'loss': 0.1176, 'learning_rate': 7.76902966361561e-05, 'epoch': 8.66}
{'loss': 0.1247, 'learning_rate': 7.761963496608617e-05, 'epoch': 8.68}
{'loss': 0.13, 'learning_rate': 7.754889382008762e-05, 'epoch': 8.69}
{'loss': 0.126, 'learning_rate': 7.74780734017192e-05, 'epoch': 8.7}
{'loss': 0.1288, 'learning_rate': 7.740717391476777e-05, 'epoch': 8.72}
{'loss': 0.1347, 'learning_rate': 7.73361955632477e-05, 'epoch': 8.73}
{'loss': 0.1005, 'learning_rate': 7.726513855140032e-05, 'epoch': 8.74}
{'loss': 0.1168, 'learning_rate': 7.719400308369325e-05, 'epoch': 8.75}
{'loss': 0.1174, 'learning_rate': 7.712278936481991e-05, 'epoch': 8.77}
{'loss': 0.1108, 'learning_rate': 7.705149759969889e-05, 'epoch': 8.78}
{'loss': 0.1079, 'learning_rate': 7.698012799347339e-05, 'epoch': 8.79}
{'loss': 0.1145, 'learning_rate': 7.69086807515105e-05, 'epoch': 8.81}
{'loss': 0.1189, 'learning_rate': 7.683715607940078e-05, 'epoch': 8.82}
{'loss': 0.1242, 'learning_rate': 7.676555418295762e-05, 'epoch': 8.83}
{'loss': 0.1209, 'learning_rate': 7.669387526821657e-05, 'epoch': 8.84}
{'loss': 0.1241, 'learning_rate': 7.662211954143481e-05, 'epoch': 8.86}
{'loss': 0.1187, 'learning_rate': 7.655028720909057e-05, 'epoch': 8.87}
{'loss': 0.123, 'learning_rate': 7.647837847788248e-05, 'epoch': 8.88}
{'loss': 0.1206, 'learning_rate': 7.640639355472905e-05, 'epoch': 8.89}
{'loss': 0.1151, 'learning_rate': 7.633433264676802e-05, 'epoch': 8.91}
{'loss': 0.1225, 'learning_rate': 7.626219596135578e-05, 'epoch': 8.92}
{'loss': 0.1253, 'learning_rate': 7.618998370606673e-05, 'epoch': 8.93}
{'loss': 0.1277, 'learning_rate': 7.611769608869278e-05, 'epoch': 8.95}
{'loss': 0.125, 'learning_rate': 7.604533331724267e-05, 'epoch': 8.96}
{'loss': 0.1329, 'learning_rate': 7.59728955999414e-05, 'epoch': 8.97}
{'loss': 0.1123, 'learning_rate': 7.59003831452296e-05, 'epoch': 8.98}
{'loss': 0.1127, 'learning_rate': 7.582779616176303e-05, 'epoch': 9.0}
{'loss': 0.0923, 'learning_rate': 7.575513485841181e-05, 'epoch': 9.01}
{'loss': 0.0972, 'learning_rate': 7.568239944426003e-05, 'epoch': 9.02}
{'loss': 0.0975, 'learning_rate': 7.560959012860492e-05, 'epoch': 9.04}
{'loss': 0.1015, 'learning_rate': 7.553670712095644e-05, 'epoch': 9.05}
{'loss': 0.0997, 'learning_rate': 7.546375063103658e-05, 'epoch': 9.06}
{'loss': 0.1043, 'learning_rate': 7.539072086877877e-05, 'epoch': 9.07}
{'loss': 0.1053, 'learning_rate': 7.531761804432728e-05, 'epoch': 9.09}
{'loss': 0.1103, 'learning_rate': 7.524444236803662e-05, 'epoch': 9.1}
{'loss': 0.1071, 'learning_rate': 7.517119405047095e-05, 'epoch': 9.11}
{'loss': 0.1099, 'learning_rate': 7.509787330240342e-05, 'epoch': 9.12}
{'loss': 0.1103, 'learning_rate': 7.502448033481566e-05, 'epoch': 9.14}
{'loss': 0.1112, 'learning_rate': 7.495101535889701e-05, 'epoch': 9.15}
{'loss': 0.1098, 'learning_rate': 7.487747858604415e-05, 'epoch': 9.16}
{'loss': 0.1143, 'learning_rate': 7.480387022786023e-05, 'epoch': 9.18}
{'loss': 0.1138, 'learning_rate': 7.473019049615448e-05, 'epoch': 9.19}
{'loss': 0.1169, 'learning_rate': 7.465643960294146e-05, 'epoch': 9.2}
{'loss': 0.1171, 'learning_rate': 7.45826177604405e-05, 'epoch': 9.21}
{'loss': 0.1217, 'learning_rate': 7.450872518107511e-05, 'epoch': 9.23}
{'loss': 0.1234, 'learning_rate': 7.443476207747235e-05, 'epoch': 9.24}
{'loss': 0.0973, 'learning_rate': 7.436072866246218e-05, 'epoch': 9.25}
{'loss': 0.1046, 'learning_rate': 7.428662514907689e-05, 'epoch': 9.27}
{'loss': 0.1062, 'learning_rate': 7.421245175055051e-05, 'epoch': 9.28}
{'loss': 0.1045, 'learning_rate': 7.413820868031816e-05, 'epoch': 9.29}
{'loss': 0.1074, 'learning_rate': 7.406389615201537e-05, 'epoch': 9.3}
{'loss': 0.1033, 'learning_rate': 7.398951437947766e-05, 'epoch': 9.32}
{'loss': 0.1044, 'learning_rate': 7.391506357673972e-05, 'epoch': 9.33}
{'loss': 0.111, 'learning_rate': 7.384054395803486e-05, 'epoch': 9.34}
{'loss': 0.1087, 'learning_rate': 7.376595573779447e-05, 'epoch': 9.35}
{'loss': 0.1132, 'learning_rate': 7.369129913064732e-05, 'epoch': 9.37}
{'loss': 0.1136, 'learning_rate': 7.36165743514189e-05, 'epoch': 9.38}
{'loss': 0.1181, 'learning_rate': 7.3541781615131e-05, 'epoch': 9.39}
{'loss': 0.1182, 'learning_rate': 7.346692113700083e-05, 'epoch': 9.41}
{'loss': 0.1186, 'learning_rate': 7.33919931324406e-05, 'epoch': 9.42}
{'loss': 0.1156, 'learning_rate': 7.331699781705679e-05, 'epoch': 9.43}
{'loss': 0.116, 'learning_rate': 7.324193540664958e-05, 'epoch': 9.44}
{'loss': 0.1165, 'learning_rate': 7.316680611721227e-05, 'epoch': 9.46}
{'loss': 0.1177, 'learning_rate': 7.30916101649305e-05, 'epoch': 9.47}
{'loss': 0.1239, 'learning_rate': 7.301634776618183e-05, 'epoch': 9.48}
{'loss': 0.0989, 'learning_rate': 7.294101913753495e-05, 'epoch': 9.5}
{'loss': 0.1037, 'learning_rate': 7.286562449574917e-05, 'epoch': 9.51}
{'loss': 0.1077, 'learning_rate': 7.279016405777375e-05, 'epoch': 9.52}
{'loss': 0.1048, 'learning_rate': 7.271463804074728e-05, 'epoch': 9.53}
{'loss': 0.107, 'learning_rate': 7.263904666199704e-05, 'epoch': 9.55}
{'loss': 0.1163, 'learning_rate': 7.256339013903836e-05, 'epoch': 9.56}
{'loss': 0.1082, 'learning_rate': 7.248766868957413e-05, 'epoch': 9.57}
{'loss': 0.1082, 'learning_rate': 7.241188253149395e-05, 'epoch': 9.58}
{'loss': 0.1111, 'learning_rate': 7.233603188287368e-05, 'epoch': 9.6}
{'loss': 0.1078, 'learning_rate': 7.226011696197471e-05, 'epoch': 9.61}
{'loss': 0.1125, 'learning_rate': 7.218413798724346e-05, 'epoch': 9.62}
{'loss': 0.1146, 'learning_rate': 7.210809517731058e-05, 'epoch': 9.64}
{'loss': 0.1143, 'learning_rate': 7.203198875099041e-05, 'epoch': 9.65}
{'loss': 0.1167, 'learning_rate': 7.195581892728041e-05, 'epoch': 9.66}
{'loss': 0.1181, 'learning_rate': 7.187958592536044e-05, 'epoch': 9.67}
{'loss': 0.1193, 'learning_rate': 7.180328996459211e-05, 'epoch': 9.69}
{'loss': 0.1204, 'learning_rate': 7.172693126451826e-05, 'epoch': 9.7}
{'loss': 0.1178, 'learning_rate': 7.165051004486221e-05, 'epoch': 9.71}
{'loss': 0.1248, 'learning_rate': 7.157402652552725e-05, 'epoch': 9.73}
{'loss': 0.1002, 'learning_rate': 7.149748092659585e-05, 'epoch': 9.74}
{'loss': 0.0989, 'learning_rate': 7.142087346832919e-05, 'epoch': 9.75}
{'loss': 0.0994, 'learning_rate': 7.134420437116639e-05, 'epoch': 9.76}
{'loss': 0.1015, 'learning_rate': 7.126747385572401e-05, 'epoch': 9.78}
{'loss': 0.1033, 'learning_rate': 7.119068214279525e-05, 'epoch': 9.79}
{'loss': 0.1069, 'learning_rate': 7.11138294533495e-05, 'epoch': 9.8}
{'loss': 0.1063, 'learning_rate': 7.103691600853155e-05, 'epoch': 9.81}
{'loss': 0.1075, 'learning_rate': 7.095994202966105e-05, 'epoch': 9.83}
{'loss': 0.1071, 'learning_rate': 7.088290773823177e-05, 'epoch': 9.84}
{'loss': 0.1107, 'learning_rate': 7.080581335591112e-05, 'epoch': 9.85}
{'loss': 0.1111, 'learning_rate': 7.07286591045394e-05, 'epoch': 9.87}
{'loss': 0.1139, 'learning_rate': 7.065144520612911e-05, 'epoch': 9.88}
{'loss': 0.1092, 'learning_rate': 7.057417188286449e-05, 'epoch': 9.89}
{'loss': 0.112, 'learning_rate': 7.049683935710072e-05, 'epoch': 9.9}
{'loss': 0.12, 'learning_rate': 7.041944785136331e-05, 'epoch': 9.92}
{'loss': 0.118, 'learning_rate': 7.034199758834756e-05, 'epoch': 9.93}
{'loss': 0.1163, 'learning_rate': 7.02644887909178e-05, 'epoch': 9.94}
{'loss': 0.1197, 'learning_rate': 7.018692168210678e-05, 'epoch': 9.96}
{'loss': 0.1236, 'learning_rate': 7.010929648511508e-05, 'epoch': 9.97}
{'eval_loss': 0.1162630170583725, 'eval_runtime': 77.9875, 'eval_samples_per_second': 25.645, 'eval_steps_per_second': 3.206, 'epoch': 9.97}
{'loss': 0.1065, 'learning_rate': 7.003161342331039e-05, 'epoch': 9.98}
{'loss': 0.1092, 'learning_rate': 6.995387272022695e-05, 'epoch': 9.99}
{'loss': 0.0979, 'learning_rate': 6.987607459956481e-05, 'epoch': 10.01}
{'loss': 0.0884, 'learning_rate': 6.979821928518928e-05, 'epoch': 10.02}
{'loss': 0.0927, 'learning_rate': 6.972030700113026e-05, 'epoch': 10.03}
{'loss': 0.095, 'learning_rate': 6.964233797158156e-05, 'epoch': 10.04}
{'loss': 0.0962, 'learning_rate': 6.956431242090023e-05, 'epoch': 10.06}
{'loss': 0.0975, 'learning_rate': 6.948623057360602e-05, 'epoch': 10.07}
{'loss': 0.0997, 'learning_rate': 6.940809265438068e-05, 'epoch': 10.08}
{'loss': 0.1046, 'learning_rate': 6.932989888806729e-05, 'epoch': 10.1}
{'loss': 0.1017, 'learning_rate': 6.925164949966959e-05, 'epoch': 10.11}
{'loss': 0.1033, 'learning_rate': 6.917334471435143e-05, 'epoch': 10.12}
{'loss': 0.1035, 'learning_rate': 6.909498475743606e-05, 'epoch': 10.13}
{'loss': 0.1046, 'learning_rate': 6.901656985440546e-05, 'epoch': 10.15}
{'loss': 0.1072, 'learning_rate': 6.893810023089972e-05, 'epoch': 10.16}
{'loss': 0.109, 'learning_rate': 6.885957611271642e-05, 'epoch': 10.17}
{'loss': 0.111, 'learning_rate': 6.878099772580994e-05, 'epoch': 10.19}
{'loss': 0.1126, 'learning_rate': 6.870236529629077e-05, 'epoch': 10.2}
{'loss': 0.1119, 'learning_rate': 6.862367905042498e-05, 'epoch': 10.21}
{'loss': 0.1159, 'learning_rate': 6.854493921463345e-05, 'epoch': 10.22}
{'loss': 0.1163, 'learning_rate': 6.846614601549129e-05, 'epoch': 10.24}
{'loss': 0.1026, 'learning_rate': 6.838729967972713e-05, 'epoch': 10.25}
{'loss': 0.101, 'learning_rate': 6.830840043422255e-05, 'epoch': 10.26}
{'loss': 0.0993, 'learning_rate': 6.822944850601134e-05, 'epoch': 10.27}
{'loss': 0.0979, 'learning_rate': 6.815044412227893e-05, 'epoch': 10.29}
{'loss': 0.0981, 'learning_rate': 6.807138751036163e-05, 'epoch': 10.3}
{'loss': 0.1012, 'learning_rate': 6.799227889774608e-05, 'epoch': 10.31}
{'loss': 0.1043, 'learning_rate': 6.791311851206852e-05, 'epoch': 10.33}
{'loss': 0.1041, 'learning_rate': 6.783390658111423e-05, 'epoch': 10.34}
{'loss': 0.1027, 'learning_rate': 6.775464333281674e-05, 'epoch': 10.35}
{'loss': 0.1073, 'learning_rate': 6.76753289952573e-05, 'epoch': 10.36}
{'loss': 0.1058, 'learning_rate': 6.759596379666413e-05, 'epoch': 10.38}
{'loss': 0.1062, 'learning_rate': 6.751654796541182e-05, 'epoch': 10.39}
{'loss': 0.1062, 'learning_rate': 6.743708173002069e-05, 'epoch': 10.4}
{'loss': 0.1093, 'learning_rate': 6.735756531915603e-05, 'epoch': 10.42}
{'loss': 0.1099, 'learning_rate': 6.727799896162756e-05, 'epoch': 10.43}
{'loss': 0.1126, 'learning_rate': 6.71983828863887e-05, 'epoch': 10.44}
{'loss': 0.1144, 'learning_rate': 6.711871732253597e-05, 'epoch': 10.45}
{'loss': 0.1173, 'learning_rate': 6.703900249930825e-05, 'epoch': 10.47}
{'loss': 0.119, 'learning_rate': 6.695923864608616e-05, 'epoch': 10.48}
{'loss': 0.1016, 'learning_rate': 6.687942599239148e-05, 'epoch': 10.49}
{'loss': 0.0915, 'learning_rate': 6.67995647678863e-05, 'epoch': 10.5}
{'loss': 0.0961, 'learning_rate': 6.671965520237259e-05, 'epoch': 10.52}
{'loss': 0.0998, 'learning_rate': 6.663969752579133e-05, 'epoch': 10.53}
{'loss': 0.094, 'learning_rate': 6.655969196822198e-05, 'epoch': 10.54}
{'loss': 0.0987, 'learning_rate': 6.647963875988179e-05, 'epoch': 10.56}
{'loss': 0.1031, 'learning_rate': 6.63995381311251e-05, 'epoch': 10.57}
{'loss': 0.1014, 'learning_rate': 6.631939031244271e-05, 'epoch': 10.58}
{'loss': 0.1025, 'learning_rate': 6.623919553446122e-05, 'epoch': 10.59}
{'loss': 0.1017, 'learning_rate': 6.615895402794234e-05, 'epoch': 10.61}
{'loss': 0.1047, 'learning_rate': 6.607866602378227e-05, 'epoch': 10.62}
{'loss': 0.1075, 'learning_rate': 6.599833175301098e-05, 'epoch': 10.63}
{'loss': 0.1096, 'learning_rate': 6.591795144679156e-05, 'epoch': 10.65}
{'loss': 0.1073, 'learning_rate': 6.583752533641963e-05, 'epoch': 10.66}
{'loss': 0.1133, 'learning_rate': 6.575705365332254e-05, 'epoch': 10.67}
{'loss': 0.1164, 'learning_rate': 6.567653662905882e-05, 'epoch': 10.68}
{'loss': 0.1145, 'learning_rate': 6.559597449531746e-05, 'epoch': 10.7}
{'loss': 0.1169, 'learning_rate': 6.551536748391724e-05, 'epoch': 10.71}
{'loss': 0.1198, 'learning_rate': 6.54347158268061e-05, 'epoch': 10.72}
{'loss': 0.1006, 'learning_rate': 6.535401975606042e-05, 'epoch': 10.73}
{'loss': 0.0857, 'learning_rate': 6.527327950388442e-05, 'epoch': 10.75}
{'loss': 0.0887, 'learning_rate': 6.519249530260943e-05, 'epoch': 10.76}
{'loss': 0.092, 'learning_rate': 6.511166738469321e-05, 'epoch': 10.77}
{'loss': 0.0941, 'learning_rate': 6.503079598271939e-05, 'epoch': 10.79}
{'loss': 0.0962, 'learning_rate': 6.494988132939663e-05, 'epoch': 10.8}
{'loss': 0.1007, 'learning_rate': 6.486892365755818e-05, 'epoch': 10.81}
{'loss': 0.1048, 'learning_rate': 6.478792320016093e-05, 'epoch': 10.82}
{'loss': 0.1033, 'learning_rate': 6.4706880190285e-05, 'epoch': 10.84}
{'loss': 0.1032, 'learning_rate': 6.462579486113289e-05, 'epoch': 10.85}
{'loss': 0.1032, 'learning_rate': 6.454466744602888e-05, 'epoch': 10.86}
{'loss': 0.1042, 'learning_rate': 6.446349817841838e-05, 'epoch': 10.88}
{'loss': 0.1043, 'learning_rate': 6.438228729186721e-05, 'epoch': 10.89}
{'loss': 0.1089, 'learning_rate': 6.430103502006101e-05, 'epoch': 10.9}
{'loss': 0.1105, 'learning_rate': 6.421974159680437e-05, 'epoch': 10.91}
{'loss': 0.1144, 'learning_rate': 6.413840725602044e-05, 'epoch': 10.93}
{'loss': 0.1132, 'learning_rate': 6.405703223175001e-05, 'epoch': 10.94}
{'loss': 0.1146, 'learning_rate': 6.397561675815103e-05, 'epoch': 10.95}
{'loss': 0.1202, 'learning_rate': 6.38941610694977e-05, 'epoch': 10.96}
{'loss': 0.1096, 'learning_rate': 6.381266540018012e-05, 'epoch': 10.98}
{'loss': 0.1053, 'learning_rate': 6.373112998470332e-05, 'epoch': 10.99}
{'loss': 0.101, 'learning_rate': 6.364955505768669e-05, 'epoch': 11.0}
{'loss': 0.0807, 'learning_rate': 6.356794085386337e-05, 'epoch': 11.02}
{'loss': 0.0874, 'learning_rate': 6.34862876080795e-05, 'epoch': 11.03}
{'loss': 0.0885, 'learning_rate': 6.340459555529359e-05, 'epoch': 11.04}
{'loss': 0.0865, 'learning_rate': 6.332286493057573e-05, 'epoch': 11.05}
{'loss': 0.0905, 'learning_rate': 6.324109596910712e-05, 'epoch': 11.07}
{'loss': 0.0966, 'learning_rate': 6.31592889061792e-05, 'epoch': 11.08}
{'loss': 0.0968, 'learning_rate': 6.307744397719304e-05, 'epoch': 11.09}
{'loss': 0.0999, 'learning_rate': 6.299556141765872e-05, 'epoch': 11.11}
{'loss': 0.1001, 'learning_rate': 6.291364146319456e-05, 'epoch': 11.12}
{'loss': 0.0994, 'learning_rate': 6.283168434952653e-05, 'epoch': 11.13}
{'loss': 0.1008, 'learning_rate': 6.274969031248745e-05, 'epoch': 11.14}
{'loss': 0.101, 'learning_rate': 6.266765958801649e-05, 'epoch': 11.16}
{'loss': 0.1031, 'learning_rate': 6.25855924121583e-05, 'epoch': 11.17}
{'loss': 0.1053, 'learning_rate': 6.250348902106246e-05, 'epoch': 11.18}
{'loss': 0.1089, 'learning_rate': 6.242134965098275e-05, 'epoch': 11.19}
{'loss': 0.1127, 'learning_rate': 6.233917453827648e-05, 'epoch': 11.21}
{'loss': 0.1102, 'learning_rate': 6.225696391940383e-05, 'epoch': 11.22}
{'loss': 0.1149, 'learning_rate': 6.217471803092712e-05, 'epoch': 11.23}
{'loss': 0.1051, 'learning_rate': 6.209243710951017e-05, 'epoch': 11.25}
{'loss': 0.0835, 'learning_rate': 6.201012139191762e-05, 'epoch': 11.26}
{'loss': 0.0911, 'learning_rate': 6.192777111501423e-05, 'epoch': 11.27}
{'loss': 0.0922, 'learning_rate': 6.184538651576415e-05, 'epoch': 11.28}
{'loss': 0.0899, 'learning_rate': 6.176296783123042e-05, 'epoch': 11.3}
{'loss': 0.0917, 'learning_rate': 6.168051529857405e-05, 'epoch': 11.31}
{'loss': 0.0928, 'learning_rate': 6.159802915505347e-05, 'epoch': 11.32}
{'loss': 0.0963, 'learning_rate': 6.151550963802386e-05, 'epoch': 11.34}
{'loss': 0.0973, 'learning_rate': 6.14329569849364e-05, 'epoch': 11.35}
{'loss': 0.1001, 'learning_rate': 6.135037143333763e-05, 'epoch': 11.36}
{'loss': 0.1017, 'learning_rate': 6.126775322086877e-05, 'epoch': 11.37}
{'loss': 0.104, 'learning_rate': 6.1185102585265e-05, 'epoch': 11.39}
{'loss': 0.1039, 'learning_rate': 6.110241976435481e-05, 'epoch': 11.4}
{'loss': 0.103, 'learning_rate': 6.10197049960593e-05, 'epoch': 11.41}
{'loss': 0.1054, 'learning_rate': 6.0936958518391504e-05, 'epoch': 11.42}
{'loss': 0.1077, 'learning_rate': 6.08541805694557e-05, 'epoch': 11.44}
{'loss': 0.1103, 'learning_rate': 6.077137138744671e-05, 'epoch': 11.45}
{'loss': 0.1103, 'learning_rate': 6.068853121064924e-05, 'epoch': 11.46}
{'loss': 0.1152, 'learning_rate': 6.0605660277437204e-05, 'epoch': 11.48}
{'loss': 0.1061, 'learning_rate': 6.0522758826272984e-05, 'epoch': 11.49}
{'loss': 0.0818, 'learning_rate': 6.043982709570681e-05, 'epoch': 11.5}
{'loss': 0.0871, 'learning_rate': 6.0356865324376e-05, 'epoch': 11.51}
{'loss': 0.0916, 'learning_rate': 6.027387375100435e-05, 'epoch': 11.53}
{'loss': 0.0897, 'learning_rate': 6.019085261440143e-05, 'epoch': 11.54}
{'loss': 0.0925, 'learning_rate': 6.0107802153461804e-05, 'epoch': 11.55}
{'loss': 0.097, 'learning_rate': 6.0024722607164474e-05, 'epoch': 11.57}
{'loss': 0.0989, 'learning_rate': 5.994161421457215e-05, 'epoch': 11.58}
{'loss': 0.0989, 'learning_rate': 5.9858477214830513e-05, 'epoch': 11.59}
{'loss': 0.0973, 'learning_rate': 5.977531184716754e-05, 'epoch': 11.6}
{'loss': 0.1036, 'learning_rate': 5.969211835089291e-05, 'epoch': 11.62}
{'loss': 0.1022, 'learning_rate': 5.960889696539719e-05, 'epoch': 11.63}
{'loss': 0.1055, 'learning_rate': 5.95256479301512e-05, 'epoch': 11.64}
{'loss': 0.1045, 'learning_rate': 5.944237148470533e-05, 'epoch': 11.65}
{'loss': 0.1104, 'learning_rate': 5.935906786868886e-05, 'epoch': 11.67}
{'loss': 0.1091, 'learning_rate': 5.927573732180922e-05, 'epoch': 11.68}
{'loss': 0.1097, 'learning_rate': 5.9192380083851354e-05, 'epoch': 11.69}
{'loss': 0.1121, 'learning_rate': 5.910899639467703e-05, 'epoch': 11.71}
{'loss': 0.1146, 'learning_rate': 5.9025586494224095e-05, 'epoch': 11.72}
{'loss': 0.1055, 'learning_rate': 5.8942150622505834e-05, 'epoch': 11.73}
{'loss': 0.0836, 'learning_rate': 5.885868901961026e-05, 'epoch': 11.74}
{'loss': 0.0855, 'learning_rate': 5.8775201925699454e-05, 'epoch': 11.76}
{'loss': 0.0894, 'learning_rate': 5.869168958100879e-05, 'epoch': 11.77}
{'loss': 0.0892, 'learning_rate': 5.860815222584635e-05, 'epoch': 11.78}
{'loss': 0.0906, 'learning_rate': 5.852459010059218e-05, 'epoch': 11.8}
{'loss': 0.0975, 'learning_rate': 5.8441003445697597e-05, 'epoch': 11.81}
{'loss': 0.0998, 'learning_rate': 5.8357392501684485e-05, 'epoch': 11.82}
{'loss': 0.0974, 'learning_rate': 5.8273757509144633e-05, 'epoch': 11.83}
{'loss': 0.0999, 'learning_rate': 5.819009870873906e-05, 'epoch': 11.85}
{'loss': 0.1033, 'learning_rate': 5.8106416341197225e-05, 'epoch': 11.86}
{'loss': 0.1035, 'learning_rate': 5.8022710647316446e-05, 'epoch': 11.87}
{'loss': 0.1026, 'learning_rate': 5.793898186796118e-05, 'epoch': 11.88}
{'loss': 0.1035, 'learning_rate': 5.785523024406229e-05, 'epoch': 11.9}
{'loss': 0.1063, 'learning_rate': 5.777145601661634e-05, 'epoch': 11.91}
{'loss': 0.1115, 'learning_rate': 5.7687659426685e-05, 'epoch': 11.92}
